Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,boundaryOf,discussion,displayName,hasAmountPlayer,hasBoundary,hasConstitutivePlayer,hasConstraint,hasConstraint,hasDependencyPlayerProperty,hasDimension,hasDivisorUnit,hasDynamicalParticipant,hasDynamicalPlayer,hasFlowPlayer,hasFlowSink,hasFlowSinkPlayer,hasFlowSource,hasFlowSourcePlayer,hasForcePlayer,hasForceSink,hasForceSource,hasInfoParticipant - pending,hasInfoSink,hasInfoSource,hasMathForm,hasMediatorParticipant,hasMomentumPlayer,hasMultiplierUnit,hasNegPropertyPlayer,hasPart,hasParticipant,hasPartOfProcess,hasPhysicalDomain,hasPosPropertyPlayer,hasProcessDependency,hasProperty,hasPropertyAttribute,hasPropertyAttribute deferred,hasPropertyPlayer,hasPropertyValue,hasReciprocal-SI-unit,hasReciprocalProperty,hasSI-unit,hasSIunit,hasSpatialCoordinate,hasSpatialScope,hasStructuralPartOfProcess,hasSubProcess,hasTemporalPartOfProcess,hasThermodynamicEntity,hasThermodynamicPlayer,hasThermoParticipant,hasThermoSink,hasThermoSource,hasTransactorParticipant,http://bhi.washington.edu/OPB#classTerm,http://bhi.washington.edu/OPB#discussion,http://data.bioontology.org/metadata/prefixIRI,http://purl.org/dc/elements/1.1/creator,http://purl.org/dc/elements/1.1/rights,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#incompatibleWith,http://www.w3.org/2002/07/owl#topDataProperty,http://www.w3.org/2002/07/owl#topObjectProperty,isPhysicalDomainFor,isThermodynamicEntityOf,IUPACclass,maps_to_BFOclass,occurenceOf,occursDuring,partOf,PATO_id,propertyOf,subProcessOf,successorOf,successorTo,synonym,synonym,wikipedia,x_deferred object prop
http://bhi.washington.edu/OPB#OPB_01296,Reaction rate constant,,,false,,,http://bhi.washington.edu/OPB#OPB_01289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01296,,,,Reaction rate constant,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_00415,Numerical form,,,false,,,http://bhi.washington.edu/OPB#OPB_00408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_00415,,,,Numerical form,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_00195,Solid mechanical domain,,Dynamical domain in which the physical entity is a discrete structure and the processes are their spatial rotations and/or translations and their accelerations.,false,,,http://bhi.washington.edu/OPB#OPB_01113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_00195,,,Dynamical domain in which the physical entity is a discrete structure and the processes are their spatial rotations and/or translations and their accelerations.,Solid mechanical domain,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01054,Structural state,,A physical state that is the set of structural relations of a physical continuant to other continuants. ,false,,,http://bhi.washington.edu/OPB#OPB_01535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01054,,,A physical state that is the set of structural relations of a physical continuant to other continuants. ,Structural state,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01236,Scaled property value,,Property value that is the ratio of two or more observed or standard property values.,false,,,http://bhi.washington.edu/OPB#OPB_01057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01236,,,Property value that is the ratio of two or more observed or standard property values.,Scaled property value,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01515,Threshold subceeded event,,,false,,,http://bhi.washington.edu/OPB#OPB_01048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01515,,,,Threshold subceeded event,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_00183,Solid viscous resistance,,,false,,,http://bhi.washington.edu/OPB#OPB_00221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_00183,,,,Solid viscous resistance,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01011,Electrical domain,,Immaterial dynamical domain in which a participating entity is a physical entity is an electrical field.,false,,,http://bhi.washington.edu/OPB#OPB_01505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01011,,,Immaterial dynamical domain in which a participating entity is a physical entity is an electrical field.,Electrical domain,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01496,Plane angle dimension,,,false,,,http://bhi.washington.edu/OPB#OPB_00233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01496,,,,Plane angle dimension,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01678,Charles gas law,,A gas law that relates the values of volume and temperature of a portion of gas when its amount and pressure are unchanged.,false,,,http://bhi.washington.edu/OPB#OPB_01677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from Wikipedia: Charle's law

  V/T = k

  where:

      V is the volume of the gas
      T is the temperature of the gas (measured in Kelvin).
      k is a constant.",OPB:OPB_01678,,,A gas law that relates the values of volume and temperature of a portion of gas when its amount and pressure are unchanged.,Charles gas law,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01070,Solid angle of shape model,,,false,,,http://bhi.washington.edu/OPB#OPB_01163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01070,,,,Solid angle of shape model,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01436,Ion flow conductance,,"The conductance of ion flow driven by an electrodiffusion gradient as applied, for examples, to single ion channels or sets of ion channels in portions of biological or artificial membranes. ",false,,,http://bhi.washington.edu/OPB#OPB_00041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01436,,,"The conductance of ion flow driven by an electrodiffusion gradient as applied, for examples, to single ion channels or sets of ion channels in portions of biological or artificial membranes. ",Ion flow conductance,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01448,Flow junction rate constraint,,A junction rate constraint for flow rate properties.,false,,,http://bhi.washington.edu/OPB#OPB_01635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A flow rate distributor represents the point of convergence of multiple flows but which has no capacity to store flows so that the sum of flow rates at any moment in time is identically zero. Biophysical examples would include representing the bifurcation of a blood vessel as an inelastic distributor, or representing a set of reactions that share a common reactant as a chemical circuit node that has no volume and hence no concentration.",OPB:OPB_01448,,,A junction rate constraint for flow rate properties.,Flow junction rate constraint,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01254,Thin-walled tank shape,,,false,,,http://bhi.washington.edu/OPB#OPB_01206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01254,,,,Thin-walled tank shape,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01010,Sum of rates,,A sum of rates dependency that holds for rate properties.,false,,,http://bhi.washington.edu/OPB#OPB_01405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01010,,,A sum of rates dependency that holds for rate properties.,Sum of rates,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01679,Boyle gas law,,A gas law that relates the values of volume and pressure of a portion of gas when its amount and temperature are unchanged.,false,,,http://bhi.washington.edu/OPB#OPB_01677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from Wikipedia: Boyle's law  

The absolute pressure exerted by a given mass of an ideal gas is inversely proportional to the volume it occupies if the temperature and amount of gas remain unchanged within a closed system.

  PV = k

where: 

   P is the pressure of the gas, 
   V is the volume of the gas, and 
   k is a constant.",OPB:OPB_01679,,,A gas law that relates the values of volume and pressure of a portion of gas when its amount and temperature are unchanged.,Boyle gas law,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01253,Thick-walled pipe shape,,,false,,,http://bhi.washington.edu/OPB#OPB_01205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01253,,,,Thick-walled pipe shape,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01265,Section area of shape model,,An area of a plane that transects a volume shape model and that is enclosed within the boundary of a shape model.,false,,,http://bhi.washington.edu/OPB#OPB_01020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01265,,,An area of a plane that transects a volume shape model and that is enclosed within the boundary of a shape model.,Section area of shape model,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01437,Ion flow resistance,,,false,,,http://bhi.washington.edu/OPB#OPB_00221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01437,,,,Ion flow resistance,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01636,Flow loop rate constraint,,A loop rate constraint for flow rate properties,false,,,http://bhi.washington.edu/OPB#OPB_01017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01636,,,A loop rate constraint for flow rate properties,Flow loop rate constraint,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01624,Ionic charge,,An amount property that is the diifference between the number of protons and the number of electrons composing a material dynamic entity,false,,,http://bhi.washington.edu/OPB#OPB_00411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01624,,,An amount property that is the diifference between the number of protons and the number of electrons composing a material dynamic entity,Ionic charge,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01210,Spatial region,,"A spatial entity that is a spatially bound, contiguous portion of space",false,,,http://bhi.washington.edu/OPB#OPB_01188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spatial regions are spatial entities as found in BFO, GFO, etc. and, as such, are generic entities that can apply to any line, surface, or volume. The problem is that such non-specificity minimizes their utility for model specification and annotation. ",OPB:OPB_01210,,,"A spatial entity that is a spatially bound, contiguous portion of space",Spatial region,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01174,Signalled transactor coefficient,,...that is a proportionality of a signalled transactor dependency,false,,,http://bhi.washington.edu/OPB#OPB_00283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01174,,,...that is a proportionality of a signalled transactor dependency,Signalled transactor coefficient,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01453,Tensile strain,,,false,,,http://bhi.washington.edu/OPB#OPB_01451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01453,,,,Tensile strain,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01637,Force loop rate constraint,,A loop rate constraint for force properties.,false,,,http://bhi.washington.edu/OPB#OPB_01017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01637,,,A loop rate constraint for force properties.,Force loop rate constraint,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_00179,Electrical resistive dependency,,Resistive dependency of the flow rate of electrical charge flow (electrical current) on an electrical potential difference.,false,,,http://bhi.washington.edu/OPB#OPB_01572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_00179,,,Resistive dependency of the flow rate of electrical charge flow (electrical current) on an electrical potential difference.,Electrical resistive dependency,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01211,Three-dimensional region,,A spatial region that is a volumetric region in space with three spatial dimensions.,false,,,http://bhi.washington.edu/OPB#OPB_01210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01211,,,A spatial region that is a volumetric region in space with three spatial dimensions.,Three-dimensional region,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_00340,Concentration of chemical,,hasPhysicalDomain exactly 1 'Chemical kinetic domain'|The molar amount of a portion of molecules normalized to the spatial amount of the spatial region occupied by the molecules,false,,,http://bhi.washington.edu/OPB#OPB_01396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_00340,,,hasPhysicalDomain exactly 1 'Chemical kinetic domain'|The molar amount of a portion of molecules normalized to the spatial amount of the spatial region occupied by the molecules,Concentration of chemical,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_00167,Property dimension,,Physics property variant that is a fundamental coordinate basis of a property value.,false,,,http://bhi.washington.edu/OPB#OPB_01100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"As for SI and IUPAC conventions, OPB distinguishes: 

1) physical dimensions as orthogonal aspects of measureable physical entities (e.g., mass, temperature), 

vs. 

2) the physical units by which such aspects are conventionally quantified (e.g., kilogram, degree Celsius)

_______________________________________

OPB:Physical dimension subclasses are a set of base dimensions as identified by either:

IUPAC (International Union of Pure and Applied Chemistry) in their ""Green Book"" [1] as summarized in: ""Concise Summary of  Quantities, Units and Symbols in Physical Chemistry"" [2]. IUPAC ""base quantities"" are: 

length, time, mass, electric current, thermodynamic temperature, luminosity, amount of substance.

UCUM (Unified Code for Units of Measure [3]) defines an alternative (but ultimately, equivalent) set of base ""quantity kinds"" [4] as:

length, time, mass, charge, temperature, luminous intensity, angle.

In either system, a coherent set of ""working"" property dimensions can be derived for for other physical properties as products of base dimensions raised to integer (both positive and negative) powers (e.g., velocity = length•time-1, pressure = force•length-2, volume = length+3).

Resources:

[1] http://www.iupac.org/home/publications/e-resources/nomenclature-and-terminology/quantities-units-and-symbols-in-physical-chemistry-green-book.html

[2] http://www.iupac.org/publications/ci/2011/3304/July11_green-sup-4p.pdf

[3] http://unitsofmeasure.org/trac/

[4] http://jamia.oxfordjournals.org/content/jaminfo/6/2/151.full.pdf

See also:

Schadow, G. and C.J. McDonald. The Unified Code for Units of Measure.; Available from: http://aurora.regenstrief.org/UCUM/ucum.html",OPB:OPB_00167,,,Physics property variant that is a fundamental coordinate basis of a property value.,Property dimension,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01362,Second SI-unit,,A base SI-unit for time,false,,,http://bhi.washington.edu/OPB#OPB_01372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01362,,,A base SI-unit for time,Second SI-unit,,,,,,,,,,,,,,,,s|second,,,
http://bhi.washington.edu/OPB#OPB_01374,Mole SI-unit,,A base SI-unit for amount of substance,false,,,http://bhi.washington.edu/OPB#OPB_01372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01374,,,A base SI-unit for amount of substance,Mole SI-unit,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01132,Thermal diffusivity,,,false,,,http://bhi.washington.edu/OPB#OPB_01538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01132,,,,Thermal diffusivity,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01238,Charge areal density,,...that is the ratio of the amount of charge in a 2-dimensional spatial region to the area of that region.,false,,,http://bhi.washington.edu/OPB#OPB_01219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01238,,,...that is the ratio of the amount of charge in a 2-dimensional spatial region to the area of that region.,Charge areal density,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_00552,Two dimensional spatial coordinate basis,,Spatial coordinate basis that is comprised of two orthogonal spatial dimensions,false,,,http://bhi.washington.edu/OPB#OPB_00093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_00552,,,Spatial coordinate basis that is comprised of two orthogonal spatial dimensions,Two dimensional spatial coordinate basis,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01557,Ionic chemical bond,,,false,,,http://bhi.washington.edu/OPB#OPB_01523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01557,,,,Ionic chemical bond,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01191,Electrical resistive dissipation,,,false,,,http://bhi.washington.edu/OPB#OPB_01013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01191,,,,Electrical resistive dissipation,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01131,Magnetic domain,,Immaterial dynamical domain in which a participating entity is a physical entity is a magnetic field.,false,,,http://bhi.washington.edu/OPB#OPB_01505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Because OPB is designed for representing discrete dynamical systems, the representation of magnetic theory and system is attenuated and deferred.",OPB:OPB_01131,,,Immaterial dynamical domain in which a participating entity is a physical entity is a magnetic field.,Magnetic domain,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01642,Mechanical transformer dependency,,Constitutive rate dependency by which energy is exchanged between solid mechanical entities.,false,,,http://bhi.washington.edu/OPB#OPB_01549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01642,,,Constitutive rate dependency by which energy is exchanged between solid mechanical entities.,Mechanical transformer dependency,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01410,Line form,,A geometrical form that extends in a single spatial dimension.,false,,,http://bhi.washington.edu/OPB#OPB_01009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01410,,,A geometrical form that extends in a single spatial dimension.,Line form,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_00368,Cartesian 3D-coordinate system,,,false,,,http://bhi.washington.edu/OPB#OPB_00550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_00368,,,,Cartesian 3D-coordinate system,,,,,,,,,,,,,,,,,,,
http://bhi.washington.edu/OPB#OPB_01386,State trajectory,,A physics trajectory that is a time-series of changes of physical asttributes of a participant in a physical process.,false,,,http://bhi.washington.edu/OPB#OPB_01692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPB:OPB_01386,,,A physics trajectory that is a time-series of changes of physical asttributes of a participant in a physical process.,State trajectory,,,,,,,,,,,,,,,,,,,
